TABLE_NAME,COLUMN_NAME,DB_DATA_TYPE,COLUMN_KEY,EXTRA,SCRUB_EXEMPT,TO_BE_HASHED,FULL_SCRUB
NOTE,ACTOR_ID,int,MUL,,N,Y,N
NOTE,TRANSFER_ID,int,MUL,,N,Y,N
NOTE,NOTE,longtext,,,N,N,N
NOTE,TIMESTAMP,datetime,,,Y,N,N
NOTE_ACTOR,ID,int,PRI,auto_increment,N,Y,N
NOTE_ACTOR,ACTOR_ID,int,MUL,,N,Y,N
NOTE_ACTOR,CREATOR_ID,int,MUL,,N,Y,N
NOTE_ACTOR,NOTE,longtext,,,N,N,N
NOTE_ACTOR,TIMESTAMP,datetime,,,Y,N,N
NOTE_ACTOR,STARRED,tinyint,,,Y,N,N
NOTE_ACTOR,PRIVATE,tinyint,,,Y,N,N
NOTE_MESSAGE,ID,int,PRI,auto_increment,N,Y,N
NOTE_MESSAGE,MESSAGE_ID,int,MUL,,N,Y,N
NOTE_MESSAGE,CREATOR_ID,int,MUL,,N,Y,N
NOTE_MESSAGE,NOTE,longtext,,,N,N,N
NOTE_MESSAGE,TIMESTAMP,datetime,,,Y,N,N
NUMBER_REQUEST,ID,int,PRI,auto_increment,N,Y,N
NUMBER_REQUEST,CONVERSATION_ID,int,MUL,,N,Y,N
NUMBER_REQUEST,USER_ID,int,MUL,,N,Y,N
NUMBER_REQUEST,CREATED_ON,datetime,,,Y,N,N
NUMBER_REQUEST,OTHER_REASON,longtext,,,N,N,N
NUMBER_REQUEST,REASON,smallint,,,Y,N,N
POLICY,ID,int,PRI,auto_increment,Y,N,N
POLICY,NAME,varchar,,,Y,N,N
POLICY,TEXT,longtext,,,Y,N,N
POLICY,TAG,varchar,,,Y,N,N
POLICY,PUBLISHED,tinyint,,,Y,N,N
POLICY,TIMESTAMP,datetime,,,Y,N,N
POLICY_AGREEMENT,ID,int,PRI,auto_increment,N,Y,N
POLICY_AGREEMENT,USER_ID,int,MUL,,N,Y,N
POLICY_AGREEMENT,POLICY_ID,int,MUL,,Y,N,N
POLICY_AGREEMENT,TIMESTAMP,datetime,,,Y,N,N
POLICY_OPTION,ID,int,PRI,auto_increment,Y,N,N
POLICY_OPTION,POLICY_ID,int,MUL,,Y,N,N
POLICY_OPTION,TEXT,longtext,,,N,N,N
POLICY_OPTION,IS_REQUIRED,tinyint,,,Y,N,N
POLICY_OPTION,TAG,varchar,,,N,N,N
PREFERENCE,ID,int,PRI,auto_increment,Y,N,N
PREFERENCE,NAME,varchar,UNI,,Y,N,N
PREFERENCE,DESCRIPTION,varchar,,,Y,N,N
PREFERENCE,IS_ACTIVE,tinyint,,,Y,N,N
PREFERENCE,DEFAULT_VALUE,longtext,,,N,N,N
PREFERENCE,MIN,longtext,,,N,N,N
PREFERENCE,MAX,longtext,,,N,N,N
PROFILE,ID,int,PRI,auto_increment,N,Y,N
PROFILE,DTYPE,varchar,,,Y,N,N
PROFILE_FIELD,ID,int,PRI,auto_increment,Y,N,N
PROFILE_FIELD,NAME,varchar,,,N,N,N
PROFILE_FIELD,QUESTION,varchar,,,N,N,N
PROFILE_FIELD,RETURN_QUESTION,varchar,,,N,N,N
PROFILE_FIELD,ENTITY_TYPE,varchar,,,Y,N,N
PROFILE_FIELD,FLAG_NAMES,varchar,,,N,N,N
PROFILE_FIELD,VALIDATION,varchar,,,N,N,N
PROFILE_FIELD,PROMPT,tinyint,,,Y,N,N
PROFILE_FIELD,ALIAS,tinyint,,,Y,N,N
PROFILE_FIELD,DISPLAY_IN_INBOX,tinyint,,,Y,N,N
PROFILE_FIELD,CHRONIC_RESOURCES,tinyint,,,Y,N,N
PROFILE_FIELD,ISSUE,tinyint,,,Y,N,N
PROFILE_FIELD,DISABLED,tinyint,,,Y,N,N
PROFILE_VALUE,PROFILE_ID,int,PRI,,N,Y,N
PROFILE_VALUE,FIELD_ID,int,PRI,,Y,N,N
PROFILE_VALUE,NAME,longtext,,,N,N,N
PROFILE_VALUE,IS_MIGRATED,tinyint,,,Y,N,N
PSAP,ID,int,PRI,auto_increment,Y,N,N
PSAP,NAME,varchar,,,N,N,N
PSAP,COUNTY,varchar,MUL,,Y,N,N
PSAP,PRIMARY_PHONE,varchar,,,N,N,Y
PSAP,SECONDARY_PHONE,varchar,,,N,N,Y
PSAP_COMMUNITIES,PSAP_ID,int,PRI,,Y,N,N
PSAP_COMMUNITIES,PSAPCOMMUNITY_ID,int,PRI,,Y,N,N
PSAP_COMMUNITY,ID,int,PRI,auto_increment,Y,N,N
PSAP_COMMUNITY,NAME,varchar,MUL,,N,N,N
PSAP_COMMUNITY,STATE,varchar,MUL,,N,N,N
QUEUE_DOODLES,ID,int,PRI,auto_increment,Y,N,N
QUEUE_DOODLES,SCHEDULE_START_DATE,datetime,,,Y,N,N
QUEUE_DOODLES,SCHEDULE_END_DATE,datetime,,,Y,N,N
QUEUE_DOODLES,BUTTON_NAME,varchar,UNI,,Y,N,N
QUEUE_DOODLES,BUTTON_DESCRIPTION,longtext,,,Y,N,N
QUEUE_DOODLES,CREATED_AT,datetime,,,Y,N,N
QUEUE_DOODLES,UPDATED_AT,datetime,,,Y,N,N
QUEUE_DOODLES,IMAGE_SRC,varchar,,,Y,N,N
QUEUE_DOODLES,TYPE,varchar,,,Y,N,N
QUEUE_LEVEL,ID,int,PRI,auto_increment,Y,N,N
QUEUE_LEVEL,LEVEL,int,,,Y,N,N
QUEUE_LEVEL,REPORTED_LEVEL,int,,,Y,N,N
QUEUE_LEVEL,IS_RISING,tinyint,,,Y,N,N
QUEUE_LEVEL,CONVO_COUNT,int,,,Y,N,N
QUEUE_LEVEL,CAPACITY,int,,,Y,N,N
QUEUE_LEVEL,SUPERVISOR_COUNT,int,,,Y,N,N
QUEUE_LEVEL,VOLUME,int,,,Y,N,N
QUEUE_LEVEL,VELOCITY,int,,,Y,N,N
QUEUE_LEVEL,ACTIVE_RESCUE_FLAG_COUNT,int,,,Y,N,N
QUEUE_LEVEL,CREATED_AT,datetime,MUL,,Y,N,N
QUEUE_OBSERVATION,ID,int,PRI,auto_increment,Y,N,N
QUEUE_OBSERVATION,START,datetime,,,Y,N,N
QUEUE_OBSERVATION,END,datetime,,,Y,N,N
QUEUE_OBSERVATION,CREATEDAT,datetime,,,Y,N,N
QUEUE_OBSERVATION,NUMARRIVALS,int,,,Y,N,N
QUEUE_OBSERVATION,ARRIVALRATE,double,,,Y,N,N
QUEUE_OBSERVATION,SERVICERATE,double,,,Y,N,N
QUEUE_OBSERVATION,NUMSERVICECHANNELS,int,,,Y,N,N
QUEUE_OBSERVATION,AVGSATISFACTION,double,,,Y,N,N
QUEUE_OBSERVATION,NUMONLINECOUNSELORS,int,,,Y,N,N
QUEUE_OBSERVATION,NUMCONVOREQUESTS,int,,,Y,N,N
QUEUE_OBSERVATION,AVGCOUNSELORLEVEL,double,,,Y,N,N
QUEUE_OBSERVATION,SERVERUTILIZATION,double,,,Y,N,N
QUEUE_OBSERVATION,QUEUELENGTH,double,,,Y,N,N
QUEUE_OBSERVATION,QUEUEWAITTIME,double,,,Y,N,N
QUEUE_OBSERVATION,SYSTEMLENGTH,double,,,Y,N,N
QUEUE_OBSERVATION,SYSTEMWAITTIME,double,,,Y,N,N
QUEUE_OBSERVATION,QUEUELEVEL_ID,int,MUL,,Y,N,N
QUEUE_OBSERVATION_CAPACITY,ID,int,PRI,auto_increment,Y,N,N
QUEUE_OBSERVATION_CAPACITY,COUNSELOR_ID,int,MUL,,N,Y,N
QUEUE_OBSERVATION_CAPACITY,COUNSELOR_ID,int,MUL,,N,Y,N
QUEUE_OBSERVATION_CAPACITY,CREATEDAT,datetime,,,Y,N,N
QUEUE_OBSERVATION_CAPACITY,NUMCONVERSATIONS,int,,,Y,N,N
QUEUE_OBSERVATION_CAPACITY,QUEUEOBSERVATION_ID,int,MUL,,Y,N,N
REFERRAL,ID,int,PRI,auto_increment,N,Y,N
REFERRAL,PARENT_ID,int,MUL,,N,Y,N
REFERRAL,CREATOR,int,MUL,,N,Y,N
REFERRAL,LAST_EDIT_USER,int,MUL,,N,Y,N
REFERRAL,STATUS,int,,,Y,N,N
REFERRAL,TYPE,int,,,Y,N,N
REFERRAL,PUBLISHED,tinyint,,,Y,N,N
REFERRAL,ADMIN_NOTE,longtext,,,N,N,N
REFERRAL,ALTERNATE_NAME,varchar,,,N,N,N
REFERRAL,ELIGIBILITY,varchar,,,Y,N,N
REFERRAL,HOURS,varchar,,,Y,N,N
REFERRAL,TAGS,varchar,,,N,N,N
REFERRAL,ADDRESS_1,varchar,,,N,N,Y
REFERRAL,ADDRESS_2,varchar,,,N,N,Y
REFERRAL,CITY,varchar,,,Y,N,N
REFERRAL,STATE,varchar,,,Y,N,N
REFERRAL,ZIP,int,,,N,N,Y
REFERRAL,COUNTRY,varchar,,,Y,N,N
REFERRAL,LATITUDE,varchar,,,N,N,Y
REFERRAL,LONGITUDE,varchar,,,N,N,Y
REFERRAL,SUBMITTER_NAME,varchar,,,N,N,Y
REFERRAL,SUBMITTER_EMAIL,varchar,,,N,Y,N
REFERRAL,LAST_EDIT_TIME,datetime,,,Y,N,N
REFERRAL,NAME,varchar,,,N,N,N
REFERRAL,DESCRIPTION,longtext,,,N,N,N
REFERRAL,LANGUAGES,varchar,,,Y,N,N
REFERRAL_CONTACT_DETAIL,ID,int,PRI,auto_increment,Y,N,N
REFERRAL_CONTACT_DETAIL,REFERRAL,int,MUL,,Y,N,N
REFERRAL_CONTACT_DETAIL,NAME,varchar,,,N,N,Y
REFERRAL_CONTACT_DETAIL,TYPE,int,,,Y,N,N
REFERRAL_CONTACT_DETAIL,PUBLIC,tinyint,,,Y,N,N
REFERRAL_CONTACT_DETAIL,VALUE,varchar,,,N,N,N
REFERRAL_CONTACT_DETAIL,TTY,varchar,,,Y,N,N
REFERRAL_CONTACT_DETAIL,DESCRIPTION,longtext,,,N,N,N
REFERRAL_CONTACT_DETAIL,LANGUAGES,varchar,,,Y,N,N
REFERRAL_CONTACT_POINT,ID,int,PRI,auto_increment,Y,N,N
REFERRAL_CONTACT_POINT,REFERRAL,int,UNI,,Y,N,N
REFERRAL_CONTACT_POINT,PHONE,varchar,,,N,N,Y
REFERRAL_CONTACT_POINT,EMAIL,varchar,,,N,Y,N
REFERRAL_CONTACT_POINT,NAME,varchar,,,N,N,Y
REFERRAL_CONTACT_POINT,DESCRIPTION,longtext,,,N,N,N
REFERRAL_CONTACT_POINT,LANGUAGES,varchar,,,Y,N,N
REFERRAL_TAXONOMIES,REFERRAL_ID,int,PRI,,N,Y,N
REFERRAL_TAXONOMIES,TERM_ID,int,PRI,,Y,N,N
RELEASE_NOTE_STEP,ID,int,PRI,auto_increment,Y,N,N
RELEASE_NOTE_STEP,RELEASE_NOTE,int,MUL,,Y,N,N
RELEASE_NOTE_STEP,TITLE,varchar,,,N,N,N
RELEASE_NOTE_STEP,CONTENT,longtext,,,N,N,N
RELEASE_NOTE_STEP,PLACEMENT,varchar,,,N,N,N
RELEASE_NOTE_STEP,TARGET,varchar,,,N,N,N
RELEASE_NOTE_STEP,MULTIPAGE,tinyint,,,Y,N,N
RELEASE_NOTE_STEP,NEW_PAGE_URL,varchar,,,N,N,N
RELEASE_NOTE_STEP,WIDTH,int,,,Y,N,N
RELEASE_NOTES,ID,int,PRI,auto_increment,Y,N,N
RELEASE_NOTES,NAME,varchar,,,Y,N,N
RELEASE_NOTES,TEXT,longtext,,,Y,N,N
RELEASE_NOTES,FEATURE,varchar,,,Y,N,N
RELEASE_NOTES,MODAL,tinyint,,,Y,N,N
RELEASE_NOTES,PERSISTENT,tinyint,,,Y,N,N
RELEASE_NOTES,PUBLISHED,tinyint,,,Y,N,N
RELEASE_NOTES,TIMESTAMP,datetime,,,Y,N,N
RELEASE_NOTES,PAGE,varchar,,,Y,N,N
RELEASE_NOTES,EXTRA_CONDITION,int,,,Y,N,N
REPORTING_LOG,ID,int,PRI,auto_increment,N,Y,N
REPORTING_LOG,ACTOR_ID,int,MUL,,N,Y,N
REPORTING_LOG,CONVERSATION_ID,int,MUL,,N,Y,N
REPORTING_LOG,USER_ID,int,MUL,,N,Y,N
REPORTING_LOG,SUBMITTER_ID,int,MUL,,N,Y,N
REPORTING_LOG,TYPE,varchar,MUL,,Y,N,N
REPORTING_LOG,SUB_TYPE,varchar,,,Y,N,N
REPORTING_LOG,TIMESTAMP,datetime,,,Y,N,N
REPORTING_LOG,FINALIZED,tinyint,,,Y,N,N
REPORTING_LOG,CANCELED,tinyint,,,Y,N,N
REPORTING_LOG,CANCELLATION_REASON,int,,,Y,N,N
REPORTING_LOG,CANCELLATION_REASON_TEXT,varchar,,,N,N,N
REPORTING_LOG,CANCELLATION_DATE,datetime,,,Y,N,N
REPORTING_LOG,ACTION_ITEM_ID,int,MUL,,N,Y,N
REPORTING_LOG_NOTE,ID,int,PRI,auto_increment,N,Y,N
REPORTING_LOG_NOTE,LOG_ID,int,MUL,,N,Y,N
REPORTING_LOG_NOTE,CREATOR_ID,int,MUL,,N,Y,N
REPORTING_LOG_NOTE,VALUE,longtext,,,N,N,N
REPORTING_LOG_NOTE,TIMESTAMP,datetime,,,Y,N,N
REPORTING_LOG_QUESTION,ID,int,PRI,auto_increment,Y,N,N
REPORTING_LOG_QUESTION,NAME,varchar,MUL,,Y,N,N
REPORTING_LOG_QUESTION,QUESTION,varchar,,,Y,N,N
REPORTING_LOG_QUESTION,LOG_TYPE,varchar,,,Y,N,N
REPORTING_LOG_QUESTION,LOG_SUB_TYPE,varchar,,,Y,N,N
REPORTING_LOG_QUESTION,QUESTION_TYPE,varchar,,,Y,N,N
REPORTING_LOG_QUESTION,QUESTION_GROUP,varchar,,,Y,N,N
REPORTING_LOG_QUESTION,OPTIONS,longtext,,,Y,N,N
REPORTING_LOG_QUESTION,ENABLED,tinyint,,,Y,N,N
REPORTING_LOG_QUESTION,WEIGHT,int,,,Y,N,N
REPORTING_LOG_VALUE,ID,int,PRI,auto_increment,N,Y,N
REPORTING_LOG_VALUE,LOG_ID,int,MUL,,N,Y,N
REPORTING_LOG_VALUE,QUESTION_ID,int,MUL,,Y,N,N
REPORTING_LOG_VALUE,VALUE,longtext,,,N,N,N
REPORTING_LOG_VALUE,TIMESTAMP,datetime,,,Y,N,N
SCRUB_REQUEST,ID,int,PRI,auto_increment,N,Y,N
SCRUB_REQUEST,ACTOR_ID,int,MUL,,N,Y,N
SCRUB_REQUEST,APPROVED,tinyint,,,Y,N,N
SCRUB_REQUEST,CREATED_ON,datetime,,,Y,N,N
SCRUB_REQUEST,COMPLETED_ON,datetime,,,Y,N,N
SCRUB_REQUEST,DELAY_REASON,varchar,,,N,N,N
SCRUB_REQUEST,PAUSED,tinyint,,,Y,N,N
SCRUB_REQUEST,CONFIRMED,tinyint,,,Y,N,N
SESSION,SESSION_ID,varchar,PRI,,N,Y,N
SESSION,SESSION_TIME,int,,,Y,N,N
SESSION,SESSION_UID,int,,,Y,N,N
SESSION,SESSION_DATA,longblob,,,N,N,N
SESSION,SESSION_LIFETIME,int,,,Y,N,N
SETTING,ID,int,PRI,auto_increment,Y,N,N
SETTING,NAME,varchar,MUL,,Y,N,N
SETTING,CONTEXT,varchar,,,Y,N,N
SETTING,VALUE,longtext,,,Y,N,N
SKILL,ID,int,PRI,auto_increment,Y,N,N
SKILL,NAME,varchar,,,Y,N,N
SKILL,DISPLAY_NAME,varchar,,,Y,N,N
SSO_ID_ENTRY,ID,varchar,PRI,,N,Y,N
SSO_ID_ENTRY,ENTITYID,varchar,PRI,,Y,N,N
SSO_ID_ENTRY,EXPIRYTIMESTAMP,int,,,Y,N,N
SUPERVISOR_MODE_LOG,ID,int,PRI,auto_increment,N,Y,N
SUPERVISOR_MODE_LOG,USER_ID,int,MUL,,N,Y,N
SUPERVISOR_MODE_LOG,MODE,int,,,Y,N,N
SUPERVISOR_MODE_LOG,TIMESTAMP,datetime,,,Y,N,N
SUPERVISOR_ASSIGNMENT_LOG,ID,int,PRI,,Y,N,N
SUPERVISOR_ASSIGNMENT_LOG,SUPERVISOR,int,,,Y,N,N
SUPERVISOR_ASSIGNMENT_LOG,COUNSELOR,int,,,Y,N,N
SUPERVISOR_ASSIGNMENT_LOG,STARTED_AT,datetime,,,Y,N,N
SUPERVISOR_ASSIGNMENT_LOG,ENDED_AT,datetime,,,Y,N,N
SURVEY,ID,int,PRI,auto_increment,N,Y,N
SURVEY,CONVERSATION_ID,int,UNI,,N,Y,N
SURVEY_QUESTION,ID,int,PRI,auto_increment,Y,N,N
SURVEY_QUESTION,TYPE,varchar,,,Y,N,N
SURVEY_QUESTION,MACHINE_NAME,varchar,,,Y,N,N
SURVEY_QUESTION,NAME,varchar,,,Y,N,N
SURVEY_QUESTION,OPTIONS,longtext,,,Y,N,N
SURVEY_QUESTION,MULTIPLE,tinyint,,,Y,N,N
SURVEY_QUESTION,DISABLED,tinyint,,,Y,N,N
SURVEY_QUESTION,WEIGHT,int,,,Y,N,N
SURVEY_QUESTION,SURVEY_TYPE,int,,,Y,N,N
SURVEY_QUESTION,PLACEHOLDER,longtext,,,Y,N,N
SURVEY_QUESTION,TOOLTIP,longtext,,,Y,N,N
SURVEY_QUESTION,LOCKED,tinyint,,,Y,N,N
SURVEY_QUESTION_DEPENDENCY,ID,int,PRI,auto_increment,N,Y,N
SURVEY_QUESTION_DEPENDENCY,QUESTION_ID,int,MUL,,Y,N,N
SURVEY_QUESTION_DEPENDENCY,DEPENDENCY_ID,int,MUL,,Y,N,N
SURVEY_QUESTION_DEPENDENCY,VALUE,varchar,,,Y,N,N
SURVEY_VALUE,ID,int,PRI,,N,Y,N
SURVEY_VALUE,SURVEY_ID,int,PRI,,N,Y,N
SURVEY_VALUE,QUESTION_ID,int,PRI,,Y,N,N
SURVEY_VALUE,VALUE,longtext,,,N,N,N
SURVEY_VALUE,LAST_EDIT_TIME,datetime,,,Y,N,N
TERM,ID,int,PRI,auto_increment,Y,N,N
TERM,PARENT_ID,int,MUL,,Y,N,N
TERM,NAME,varchar,,,Y,N,N
TERM,KEYWORDS,longtext,,,Y,N,N
TERM,POPULATE_REFERRALS,tinyint,,,Y,N,N
TERM,DEPTH,int,,,Y,N,N
TERM,TAGS,varchar,,,Y,N,N
TERM,LANGUAGE,varchar,,,Y,N,N
TEXTER_FEEDBACK,ID,int,PRI,auto_increment,N,Y,N
TEXTER_FEEDBACK,CONVERSATION_ID,int,UNI,,N,Y,N
TEXTER_FEEDBACK,BODY,longtext,,,N,N,N
TEXTER_FEEDBACK,REDACTED,longtext,,,N,N,N
TEXTER_FEEDBACK,COACH_ACTION,varchar,MUL,,N,N,N
TEXTER_FEEDBACK,SENT_ON,datetime,,,Y,N,N
TEXTER_FEEDBACK,REVIEWED_ON,datetime,,,Y,N,N
TEXTER_FEEDBACK,SENTIMENT,varchar,MUL,,Y,N,N
TEXTER_FEEDBACK,REVIEWER_ID,int,MUL,,N,Y,N
TEXTER_FEEDBACK_COUNSELORS,TEXTERFEEDBACK_ID,int,PRI,,N,Y,N
TEXTER_FEEDBACK_COUNSELORS,USER_ID,int,PRI,,N,Y,N
TEXTER_FEEDBACK_NOTIFICATION_LOG,ID,int,PRI,auto_increment,N,Y,N
TEXTER_FEEDBACK_NOTIFICATION_LOG,SENT_ON,datetime,,,Y,N,N
TEXTER_FEEDBACK_REDACTION,ID,int,PRI,auto_increment,N,Y,N
TEXTER_FEEDBACK_REDACTION,TEXTER_FEEDBACK_ID,int,MUL,,N,Y,N
TEXTER_FEEDBACK_REDACTION,START,int,,,Y,N,N
TEXTER_FEEDBACK_REDACTION,END,int,,,Y,N,N
TEXTER_NOTE,ID,int,PRI,auto_increment,N,Y,N
TEXTER_NOTE,ACTOR_ID,int,MUL,,N,Y,N
TEXTER_NOTE,CREATOR_ID,int,MUL,,N,Y,N
TEXTER_NOTE,VALUE,longtext,,,N,N,N
TEXTER_NOTE,CREATED,datetime,,,Y,N,N
TEXTER_NOTE,UPDATED,datetime,,,Y,N,N
TEXTER_SURVEY_RESPONSE,ID,int,PRI,auto_increment,N,Y,N
TEXTER_SURVEY_RESPONSE,ACTOR_ID,int,MUL,,N,Y,N
TEXTER_SURVEY_RESPONSE,CONVERSATION_ID,int,UNI,,N,Y,N
TEXTER_SURVEY_RESPONSE,SURVEY_ID,int,,,N,Y,N
TEXTER_SURVEY_RESPONSE,RESPONSE_ID,int,,,N,Y,N
TEXTER_SURVEY_RESPONSE,RETURNING_RESPONDER,tinyint,,,Y,N,N
TEXTER_SURVEY_RESPONSE,STATUS,varchar,,,Y,N,N
TEXTER_SURVEY_RESPONSE,TIME_SUBMITTED,datetime,,,Y,N,N
TEXTER_SURVEY_RESPONSE,TIME_IMPORTED,datetime,,,Y,N,N
TEXTER_SURVEY_RESPONSE_VALUE,ID,int,PRI,auto_increment,N,Y,N
TEXTER_SURVEY_RESPONSE_VALUE,RESPONSE_ID,int,MUL,,N,Y,N
TEXTER_SURVEY_RESPONSE_VALUE,QUESTION_ID,int,,,Y,N,N
TEXTER_SURVEY_RESPONSE_VALUE,VALUE,longtext,,,N,N,N
TEXTER_SURVEY_RESPONSE_VALUE,EXTENSION_ID,int,UNI,,N,Y,N
TEXTER_SURVEY_RESPONSE_VALUE_EXTENSION,ID,int,PRI,auto_increment,N,Y,N
TEXTER_SURVEY_RESPONSE_VALUE_EXTENSION,VALUE_ENTITY_ID,int,UNI,,Y,N,N
TEXTER_SURVEY_RESPONSE_VALUE_EXTENSION,RAW_VALUE_SCRUBBED,longtext,,,N,N,N
TEXTER_SURVEY_RESPONSE_VALUE_EXTENSION,RAW_VALUE_EDITED,longtext,,,N,N,N
TEXTER_SURVEY_RESPONSE_VALUE_EXTENSION,REVIEWED,tinyint,,,Y,N,N
TRANSFER,ID,int,PRI,auto_increment,N,Y,N
TRANSFER,USER_TO,int,MUL,,N,Y,N
TRANSFER,USER_FROM,int,MUL,,N,Y,N
TRANSFER,CONVERSATION,int,MUL,,N,Y,N
TRANSFER,STATUS,int,,,Y,N,N
TRANSFER,REASON,int,,,Y,N,N
TRANSFER,NAME_COUNSELOR,longtext,,,N,N,Y
TRANSFER,NAME_TEXTER,longtext,,,N,N,Y
TRANSFER,TEXTER_NAME_SELECT,longtext,,,N,N,N
TRANSFER,CRISIS,longtext,,,N,N,N
TRANSFER,IMMINENT_RISK,longtext,,,N,N,N
TRANSFER,IS_IMMINENT_RISK_ASSESSED,tinyint,,,Y,N,N
TRANSFER,IMMINENT_RISK_INTENT,longtext,,,N,N,N
TRANSFER,IMMINENT_RISK_MEANS,longtext,,,N,N,N
TRANSFER,IMMINENT_RISK_PLAN,longtext,,,N,N,N
TRANSFER,IMMINENT_RISK_TIMEFRAME,longtext,,,N,N,N
TRANSFER,CONVERSATION_STAGE,varchar,,,N,N,N
TRANSFER,COPING_SKILLS,longtext,,,N,N,N
TRANSFER,NEXT_STEPS,longtext,,,N,N,N
TRANSFER,SUMMARY,longtext,,,N,N,N
TRANSFER,REQUEST_TIME,datetime,,,Y,N,N
TRANSFER,CONFIRM_TIME,datetime,,,Y,N,N
TRANSFERREQUEST,ID,int,PRI,auto_increment,N,Y,N
TRANSFERREQUEST,CONVERSATION_ID,int,MUL,,N,Y,N
TRANSFERREQUEST,CREATED_AT,datetime,,,Y,N,N
TRANSFERREQUEST,STATE,int,MUL,,Y,N,N
TWO_FACTOR_COOKIE,COOKIE,varchar,PRI,,N,N,Y
TWO_FACTOR_COOKIE,USER,int,PRI,,N,Y,N
TWO_FACTOR_COOKIE,SALT,longtext,,,N,N,Y
TWO_FACTOR_COOKIE,EXPIRES,datetime,,,Y,N,N
USER,ID,int,PRI,auto_increment,N,Y,N
USER,ACTOR_ID,int,UNI,,N,Y,N
USER,CREATEDBY_ID,int,MUL,,N,Y,N
USER,SUPERVISOR_ID,int,MUL,,N,Y,N
USER,COACH_ID,int,MUL,,N,Y,N
USER,USER_PROFILE_ID,int,UNI,,N,Y,N
USER,USERNAME,varchar,,,N,X,N
USER,USERNAME_CANONICAL,varchar,UNI,,N,X,N
USER,EMAIL,varchar,,,N,X,N
USER,EMAIL_CANONICAL,varchar,UNI,,N,X,N
USER,SALT,varchar,,,N,N,Y
USER,ENABLED,tinyint,,,Y,N,N
USER,CAN_RECEIVE_EMAIL,tinyint,,,Y,N,N
USER,PASSWORD,varchar,,,N,N,Y
USER,LAST_LOGIN,datetime,,,Y,N,N
USER,LOCKED,tinyint,,,Y,N,N
USER,EXPIRED,tinyint,,,Y,N,N
USER,EXPIRES_AT,datetime,,,Y,N,N
USER,CONFIRMATION_TOKEN,varchar,,,N,N,Y
USER,PASSWORD_REQUESTED_AT,datetime,,,Y,N,N
USER,ROLES,longtext,,,Y,N,N
USER,CREDENTIALS_EXPIRED,tinyint,,,Y,N,N
USER,CREDENTIALS_EXPIRE_AT,datetime,,,Y,N,N
USER,FIRSTNAME,varchar,MUL,,N,N,Y
USER,LASTNAME,varchar,MUL,,N,N,Y
USER,EMAIL_PRIMARY,varchar,,,N,X,N
USER,ONLINE,tinyint,,,Y,N,N
USER,PASSWORD_CHANGED_ON,datetime,,,Y,N,N
USER,CREATED_ON,datetime,,,Y,N,N
USER,LAND_LINE,varchar,,,N,N,Y
USER,MOBILE_PHONE,varchar,,,N,N,Y
USER,STATUS_MESSAGE,varchar,,,Y,N,N
USER,TRAINER,tinyint,,,Y,N,N
USER,SUPERVISORMODE,int,,,Y,N,N
USER,COUNSELORLEVEL,int,,,Y,N,N
USER,COUNSELORYEARS,int,,,Y,N,N
USER,NEWBIE,tinyint,,,Y,N,N
USER,CAPACITY,int,,,Y,N,N
USER,INITIAL_SUPERVISEES_ASSIGNED,tinyint,,,Y,N,N
USER,ACTION_ORDER,longtext,,,Y,N,N
USER,BETA_FEATURES_RAW,longtext,,,Y,N,N
USER,TWO_FACTOR_CODE,int,,,N,N,Y
USER,TWO_FACTOR_CODE_EXPIRES,datetime,,,Y,N,N
USER,TWO_FACTOR_AUTH_TYPE,varchar,,,Y,N,N
USER,LASTRELEASENOTESREAD_ID,int,MUL,,Y,N,N
USER,SPIKE_FORM_URL,varchar,,,N,N,N
USER,AVATAR_UPLOADED,tinyint,,,Y,N,N
USER,ISCOUNSELORDISPLAYEDASSTAFF,tinyint,,,Y,N,N
USER,IS_PRACTICUM_STUDENT,tinyint,,,Y,N,N
USER,IS_IN_PEER_SUPPORT,tinyint,,,Y,N,N
USER,LAST_SEEN_ONLINE_AT,datetime,,,Y,N,N
USER_CONNECTED_LOG,ID,int,PRI,auto_increment,N,Y,N
USER_CONNECTED_LOG,USER_ID,int,MUL,,N,Y,N
USER_CONNECTED_LOG,IS_CONNECTED,tinyint,,,Y,N,N
USER_CONNECTED_LOG,TIMESTAMP,datetime,,,Y,N,N
USER_CONTACT_INFO,ID,int,PRI,auto_increment,N,Y,N
USER_CONTACT_INFO,USER_ID,int,UNI,,N,Y,N
USER_CONTACT_INFO,STREET,varchar,,,N,N,Y
USER_CONTACT_INFO,CITY,varchar,,,Y,N,N
USER_CONTACT_INFO,STATE,varchar,,,Y,N,N
USER_CONTACT_INFO,ZIPCODE,varchar,,,N,N,Y
USER_CONTACT_INFO,APARTMENT,varchar,,,N,N,Y
USER_CONTACT_INFO,COUNTRY,varchar,,,Y,N,N
USER_CONTACT_INFO,PHONE_NUMBER,varchar,,,N,N,Y
USER_CONTACT_INFO,TEXT_CONSENT,tinyint,,,Y,N,N
USER_CONTACT_INFO,CREATED_ON,datetime,,,Y,N,N
USER_CONTACT_INFO,HOUSE,varchar,,,N,N,Y
USER_CONTACT_INFO,UPDATED_AT,datetime,,,Y,N,N
USER_LANGUAGE,ID,int,PRI,auto_increment,N,Y,N
USER_LANGUAGE,USER_ID,int,MUL,,N,Y,N
